name,totalCred,Sat Jul 16 2022,Sat Jul 09 2022,Sat Jul 02 2022,Sat Jun 25 2022,Sat Jun 18 2022,Sat Jun 11 2022,Sat Jun 04 2022,Sat May 28 2022,Sat May 21 2022,Sat May 14 2022,Sat May 07 2022,Sat Apr 30 2022,Sat Apr 23 2022,Sat Apr 16 2022,Sat Apr 09 2022,Sat Apr 02 2022,Sat Mar 26 2022,Sat Mar 19 2022,Sat Mar 12 2022,Sat Mar 05 2022,Sat Feb 26 2022,Sat Feb 19 2022,Sat Feb 12 2022,Sat Feb 05 2022,Sat Jan 29 2022,Sat Jan 22 2022,Sat Jan 15 2022,Sat Jan 08 2022,Sat Jan 01 2022,Sat Dec 25 2021,Sat Dec 18 2021,Sat Dec 11 2021,Sat Dec 04 2021,Sat Nov 27 2021,Sat Nov 20 2021,Sat Nov 13 2021,Sat Nov 06 2021,Sat Oct 30 2021,Sat Oct 23 2021,Sat Oct 16 2021,Sat Oct 09 2021,Sat Oct 02 2021,Sat Sep 25 2021,Sat Sep 18 2021,Sat Sep 11 2021,Sat Sep 04 2021,Sat Aug 28 2021,Sat Aug 21 2021,Sat Aug 14 2021,Sat Aug 07 2021,Sat Jul 31 2021,Sat Jul 24 2021,Sat Jul 17 2021,Sat Jul 10 2021,Sat Jul 03 2021,Sat Jun 26 2021,Sat Jun 19 2021,Sat Jun 12 2021,Sat Jun 05 2021,Sat May 29 2021,Sat May 22 2021,Sat May 15 2021,Sat May 08 2021,Sat May 01 2021,Sat Apr 24 2021,Sat Apr 17 2021,Sat Apr 10 2021,Sat Apr 03 2021,Sat Mar 27 2021,Sat Mar 20 2021,Sat Mar 13 2021,Sat Mar 06 2021,Sat Feb 27 2021,Sat Feb 20 2021,Sat Feb 13 2021,Sat Feb 06 2021,Sat Jan 30 2021,Sat Jan 23 2021,Sat Jan 16 2021,Sat Jan 09 2021,Sat Jan 02 2021,Sat Dec 26 2020,Sat Dec 19 2020,Sat Dec 12 2020,Sat Dec 05 2020,Sat Nov 28 2020,Sat Nov 21 2020,Sat Nov 14 2020,Sat Nov 07 2020,Sat Oct 31 2020,Sat Oct 24 2020,Sat Oct 17 2020,Sat Oct 10 2020,Sat Oct 03 2020,Sat Sep 26 2020,Sat Sep 19 2020,Sat Sep 12 2020,Sat Sep 05 2020,Sat Aug 29 2020,Sat Aug 22 2020,Sat Aug 15 2020,Sat Aug 08 2020,Sat Aug 01 2020,Sat Jul 25 2020,Sat Jul 18 2020,Sat Jul 11 2020,Sat Jul 04 2020,Sat Jun 27 2020,Sat Jun 20 2020,Sat Jun 13 2020,Sat Jun 06 2020,Sat May 30 2020,Sat May 23 2020,Sat May 16 2020,Sat May 09 2020,Sat May 02 2020,Sat Apr 25 2020,Sat Apr 18 2020,Sat Apr 11 2020,Sat Apr 04 2020,Sat Mar 28 2020,Sat Mar 21 2020,share,tec,10% vested per round
zer8,10.27385645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0031,0.0311,0.3082,3.0504,8.29,0.8375,0.0846,0.0085,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004133893943,5.290144079,0.5290144079
markatwork1,9.876162106,0.0008,0.0074,0.0728,0.7211,2.0064,0.3472,1.466,4.7169,0.4781,0.0644,0.1654,1.59,0.1612,0.0222,0.0611,0.5884,0.0594,0.006,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397387358,5.08536602,0.508536602
eeli,9.834484483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0126,0.1244,1.2318,2.1889,1.3905,1.2829,1.2964,1.5023,2.9918,0.3022,0.0305,0.0031,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003957103745,5.063905663,0.5063905663
tinahaibodi,9.729704163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0101,0.1001,0.9913,9.8127,0.9913,0.1001,0.0101,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003914943264,5.009952895,0.5009952895
costa91,9.676056649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0.0002,0.0019,0.0192,0.1902,1.8833,0.2006,0.1224,1.0232,0.6682,5.6591,0.5717,0.0578,0.0058,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003893357102,4.982329083,0.4982329083
zarmarquez,12.79266583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0097,0.0961,0.9512,9.416,0.9512,0.0961,0.0097,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005147387842,6.587112221,0.6587112221
drat3,9.097157768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.003,0.03,0.2971,2.9405,7.2132,0.7287,0.0736,0.0074,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003660425428,4.68424642,0.468424642
twells,9.006073782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0069,0.0679,0.6718,6.6497,1.3739,1.9008,0.192,0.0194,0.002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003623775944,4.637346076,0.4637346076
trentmc0,8.940536652,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0022,0.0216,0.2139,2.1171,6.1148,0.6286,0.1711,1.0828,0.1094,0.011,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003597405754,4.603600144,0.4603600144
sichen,8.523641572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0056,0.0551,0.5452,0.056,0.0152,0.0956,0.941,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0016,0.0154,0.1527,1.5112,4.2006,2.4389,0.2464,0.0249,0.0028,0.0003429659587,4.388935373,0.4388935373
maxk,8.2438742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0074,0.0731,0.7237,7.1643,0.7237,0.0731,0.0075,0.002,0.0125,0.1234,1.2218,0.1234,0.0125,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003317089526,4.244879466,0.4244879466
paula,8.212479577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0022,0.0223,0.2203,2.1803,2.3391,1.538,2.2095,1.2346,0.1247,0.0126,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003304457264,4.228713961,0.4228713961
bhargavkakadiya,8.059148079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.005,0.0491,0.4862,4.8128,4.0356,0.4077,0.0412,0.0042,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003242761235,4.149761552,0.4149761552
vagpap,8.016115305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0013,0.0128,0.1263,1.2498,2.3191,2.3223,1.2765,0.3176,1.8995,0.1919,0.0194,0.002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003225446128,4.12760341,0.412760341
manuelmaccou,7.824179913,0.004,0.0356,0.352,0.0366,0.0139,0.1026,1.0123,0.2857,1.8447,0.3798,1.9538,0.6506,1.2239,0.1246,0.0222,0.0975,0.9527,0.0962,0.0097,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003148217041,4.028773347,0.4028773347
nic,7.626112775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0029,0.0287,0.2841,2.8128,5.4524,0.5508,0.0556,0.0056,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003068520722,3.926785968,0.3926785968
dependabot,7.495265988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0008,0.0077,0.0759,0.7511,7.4348,0.7511,0.0759,0.0077,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301587187,3.859411233,0.3859411233
renovate,7.262705812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0008,0.0076,0.075,0.7424,7.3492,0.7424,0.075,0.0076,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292229658,3.739662933,0.3739662933
regencrypto,7.045663495,0,0.0001,0.0009,0.0087,0.0859,0.8501,1.0102,6.2254,0.6289,0.0635,0.0064,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002834965214,3.627904984,0.3627904984
klingefjord,6.553957169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0072,0.0711,0.7037,6.9658,0.7037,0.0711,0.0072,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002637117228,3.374718917,0.3374718917
getvested,6.553957166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0069,0.0688,0.6809,6.7404,0.6809,0.0688,0.0069,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002637117227,3.374718915,0.3374718915
jeverettnichol,6.553957166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0069,0.0685,0.678,6.7112,0.678,0.0685,0.0069,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002637117227,3.374718915,0.3374718915
vessenes,6.514065211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0068,0.0672,0.6654,6.5864,0.6654,0.0672,0.0068,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002621065892,3.354178022,0.3354178022
fioreb,6.443286421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0068,0.0668,0.6617,6.5499,0.6617,0.0668,0.0068,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002592586614,3.31773309,0.331773309
jme,6.233181154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0046,0.0454,0.4494,4.449,0.4494,0.0454,0.0046,0.0005,0,0,0,0,0,0,0.0002,0.0018,0.0178,0.1761,1.7431,0.1761,0.0178,0.0018,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250804651,3.209547119,0.3209547119
lescanore,6.231273303,0,0,0,0,0,0,0.0001,0.0013,0.013,0.1286,0.013,0.0013,0.0001,0.0001,0.0013,0.013,0.1286,0.013,0.0013,0.0001,0,0,0.0001,0.0013,0.013,0.1286,0.013,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0012,0.0118,0.1171,1.1592,0.1173,0.0143,0.0255,0.2405,0.0243,0.0025,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0016,0.0162,0.1607,1.5911,0.1609,0.0179,0.0179,0.1608,1.5901,0.1606,0.0162,0.0016,0.0002,0,0,0,0,0,0,0,0,0.0004,0.004,0.0399,0.3953,0.0399,0.004,0.0004,0,0,0,0,0,0,0,0,0,0.0005,0.0046,0.0453,0.4485,0.4951,0.0002507278848,3.208564742,0.3208564742
vic,6.196071098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0041,0.0403,0.399,3.9496,0.399,0.0403,0.0042,0.0013,0.0092,0.0904,0.8952,0.1264,0.369,0.5529,0.5379,0.0543,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002493114529,3.190438663,0.3190438663
theode69,6.168895779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0021,0.0212,0.21,2.0793,1.6116,3.007,0.3038,0.0307,0.0031,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002482179989,3.176445732,0.3176445732
taz,6.118345257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0137,0.136,1.3464,0.1361,0.0142,0.0059,0.0448,0.4417,4.3725,0.4417,0.0446,0.0045,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002461839964,3.150416602,0.3150416602
renovate-bot,5.986582284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0066,0.0651,0.644,0.8748,1.6591,3.2784,0.3312,0.0335,0.0034,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002408822467,3.082570111,0.3082570111
decentralizesdgs,5.820367925,0.0602,0.5417,5.3563,0.5411,0.0547,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002341942758,2.996984148,0.2996984148
merlin,5.807480353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0055,0.0547,0.5411,5.3562,0.5411,0.0547,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002336757183,2.990348167,0.2990348167
twell-s,5.740434517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0055,0.0547,0.5411,5.3562,0.5411,0.0547,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002309779935,2.955825382,0.2955825382
teresacd11,5.536118261,0,0,0,0,0,0,0,0,0,0,0.0001,0.0006,0.0055,0.0543,0.5377,5.3232,0.5377,0.0543,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002227569156,2.85062025,0.285062025
jh-onchain,5.112829464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0012,0.0119,0.1179,1.1674,0.4313,3.1454,0.3177,0.0321,0.0033,0.0004,0.0011,0.0102,0.1006,0.996,0.1006,0.0102,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002057250348,2.63266327,0.263266327
randomshinichi,5.112095623,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0947,0.937,0.0951,0.0138,0.0433,0.4196,4.1527,0.4195,0.0424,0.0043,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002056955072,2.632285405,0.2632285405
singularityhacker,4.802789032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0007,0.0065,0.0646,0.6399,0.0646,0.0065,0.0007,0.0001,0,0,0,0,0.0005,0.0047,0.0464,0.459,0.0513,0.0536,0.485,0.0542,0.0571,0.517,1.2732,0.1286,0.013,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0019,0.0192,0.1901,1.8818,0.1901,0.0192,0.0019,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001932499309,2.473019366,0.2473019366
moatazar,4.789265827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0005,0.0052,0.0518,0.5131,5.0791,0.5131,0.0518,0.0052,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001927057974,2.466056089,0.2466056089
rex,4.749782431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0019,0.0191,0.1893,1.8734,0.1896,0.0224,0.0345,0.3224,3.1899,0.3222,0.0326,0.0033,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001911171031,2.445725568,0.2445725568
